candidate,feature,mean,std
light_core_material,overlap_based_coverage,0.04357201949493005,0.005627575352716082
light_core_material,n50,0.04154978676730913,0.007878729614078246
light_core_material,ovlp_median_div_first,0.04117701565607264,0.009169840931526568
light_core_material,ai_mean_cov,0.04111561849518867,0.009286537848352563
light_core_material,asm_mean_coverage,0.040925242060867825,0.013642171546671567
light_core_material,total_length,0.04062408213513441,0.009655082167542442
light_core_material,asm_frag_N50,0.03927040357021417,0.00872387097556579
light_core_material,asm_largest_frag,0.03916908394077512,0.010751019170064631
light_core_material,ai_total_bp,0.038668600665747115,0.0054143549506497374
light_core_material,asm_total_length,0.038536631832705996,0.008214699786610618
light_core_material,ai_median_cov,0.03767492201705011,0.006593418292115595
light_core_material,ovlp_median_div_last,0.032956941236652944,0.008154071307737237
light_core_material,coverage_est,0.030378622191530164,0.008379641701089662
light_core_material,gc,0.03015841286849602,0.0076589293971223325
light_core_material,raw_read_n50,0.029887910645000303,0.004081021020054035
light_core_material,total_length_from_r1,0.023916934484561926,0.007405436594291065
light_core_material,delta_total_length_trend,0.022181298996111362,0.003183462614408967
light_core_material,delta_n50_trend,0.02068046115512412,0.0014580680031379524
light_core_material,n50_from_r1,0.02010387606631597,0.0016001505223169265
light_core_material,delta_n50,0.01901140324751495,0.0026783546588645094
light_core_material,missingindicator_delta_gc_trend,0.018307351751987593,0.0023079313752416477
light_core_material,missingindicator_delta_n50_trend,0.017860640080198772,0.002415818890545803
light_core_material,missingindicator_delta_num_contigs_trend,0.017643356993191202,0.003972102208331954
light_core_material,delta_total_length,0.017503420162031193,0.0019131555646218388
light_core_material,missingindicator_delta_total_length_trend,0.017333303099949716,0.0035651076317228317
light_core_material,ai_cov_cv,0.015987794255880462,0.003029852016516243
light_core_material,missingindicator_delta_total_length,0.012346431748520976,0.0025496254775036714
light_core_material,missingindicator_delta_gc,0.012052505414135188,0.0024964334219638273
light_core_material,missingindicator_delta_n50,0.011226084947965696,0.0016520198154666218
light_core_material,missingindicator_delta_num_contigs,0.010389905559043415,0.0012914930941402632
light_core_material,min_overlap,0.00960418926117585,0.0020667133498517786
light_core_material,ai_num_contigs,0.00860359568887203,0.0013494628583167424
light_core_material,num_contigs,0.008602751448824502,0.0012592625685859354
light_core_material,asm_fragments,0.008473904071936723,0.0008284033209266972
light_core_material,gc_from_r1,0.002278351960575939,0.0008133062894453336
light_core_material,delta_gc_trend,0.0017099902456257706,0.0006869949148303836
light_core_material,delta_gc,0.0013004318275127394,0.00041738074619945316
light_core_material,num_contigs_from_r1,0.0003153684884311932,9.16357222399041e-05
light_core_material,delta_num_contigs,8.958220102059608e-05,7.285005665346555e-05
light_core_material,delta_num_contigs_trend,6.646394656984803e-05,7.27932552473516e-05
light_fasta_material,n50,0.1707595032137899,0.014192147454919252
light_fasta_material,total_length,0.14901854698038286,0.019674593662740655
light_fasta_material,gc,0.12013115159563277,0.010028102355547536
light_fasta_material,total_length_from_r1,0.07423719816573875,0.012337756290415185
